JW_ID,ECK number,B number,Gene name K-12,Locus name K-12,Synonyms of locus names K-12,Solubility(%),Yield(uM),Yield(ug/ml),Minus Sol,TF Sol,GroE Sol,KJE Sol,Minus(uM),TF(uM),GroE(uM),KJE(uM),Minus(ug/ml),TF(ug/ml),GroE(ug/ml),KJE(ug/ml),Calculated MW(kDa),Calculated pI,Type of gene product,Gene product description,Cell location,Structure (PDB) id,SCOP assignment
JW0254,ECK0264,b0262,afuC,afuC,yagC,42.0,1.7,65.0,,,,,,,,,,,,,39.0,6.4,h,CP4-6 prophage; predicted ferric transporter subunit ATP-binding component of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW0255,ECK0265,b0263,afuB,afuB,,31.0,2.1,28.0,,,,,,,,,,,,,13.1,9.7,h,CP4-6 prophage; predicted ferric trasnporter subunit membrane component of ABC superfamily,Integral Membrane Protein,,
JW0258,ECK0266,b4505,ykgN,ykgN,,12.0,3.2,40.0,11.3,25.07,16.22,95.21,3.223,2.697,3.553,3.847,41.41,34.65,45.64,49.42,12.846,8.77,ph,predicted IS protein,Cytoplasmic,,46689; Homeodomain-like
JW0259,ECK0267,b0266,yagB,yagB,,6.0,5.1,67.0,7.83,12.91,53.14,66.51,4.121,3.557,4.205,4.308,54.3,46.87,55.41,56.77,13.177,8.05,h,CP4-6 prophage; conserved protein,Cytoplasmic,,
JW0260,ECK0268,b0267,yagA,yagA,,2.0,0.6,27.0,4.13,9.8,48.21,34.97,0.641,0.655,0.976,0.652,28.04,28.64,42.68,28.52,43.745,9.79,h,CP4-6 prophage; predicted DNA-binding transcriptional regulator,Cytoplasmic,,46689; Homeodomain-like 53098; Ribonuclease H-like
JW0261,ECK0269,b0268,yagE,yagE,,51.0,1.9,63.0,,,,,,,,,,,,,33.3,6.5,h,CP4-6 prophage; predicted lyase/synthase,Cytoplasmic,,51569; Aldolase
JW0266,ECK0274,b0273,argF,argF,Arg5 -!- argD,9.0,2.0,72.0,13.73,17.42,49.83,90.06,2.533,2.645,2.9,2.266,93.18,97.32,106.68,83.36,36.786,6.18,h,"CP4-6 prophage; ornithine carbamoyltransferase 2, chain F",Cytoplasmic,,53671; Aspartate/ornithine carbamoyltransferase
JW0271,ECK0276,b0277,yagK,yagK,,94.0,2.3,55.0,,,,,,,,,,,,,24.5,7.9,h,CP4-6 prophage; conserved protein,Cytoplasmic,,
JW0273,ECK0278,b0279,yagM,yagM,,21.0,0.4,12.0,12.78,27.54,25.64,99.38,0.474,0.559,0.438,0.417,15.46,18.24,14.29,13.61,32.652,8.69,h,CP4-6 prophage; predicted protein,Cytoplasmic,,
JW0276,ECK0281,b0282,yagP,yagP,,19.0,1.3,20.0,9.82,20.84,53.05,28.52,2.206,1.922,2.308,2.217,33.96,29.59,35.53,34.14,15.396,9.16,pr,predicted transcriptional regulator,Cytoplasmic,,53850; Periplasmic binding protein-like II
JW0277,ECK0282,b0283,yagQ,yagQ,,16.0,0.5,19.0,8.39,17.63,65.08,73.46,0.861,0.743,0.873,0.611,30.06,25.95,30.49,21.35,34.921,7.02,o,conserved protein,Cytoplasmic,,
JW0278,ECK0283,b0284,yagR,yagR,,28.0,0.5,37.0,,,,,,,,,,,,,78.0,6.2,pe,predicted oxidoreductase with molybdenum-binding domain,Periplasmic,,54665; CO dehydrogenase molybdoprotein N-domain-like 56003; Molybdemum cofactor-binding domain
JW0279,ECK0284,b0285,yagS,yagS,,15.0,0.7,24.0,,,,,,,,,,,,,33.8,9.4,pe,predicted oxidoreductase with FAD-binding domain,Membrane Anchored,,55447; CO dehydrogenase flavoprotein C-terminal domain-like 56176; FAD-binding domain
JW0280,ECK0285,b0286,yagT,yagT,,89.0,3.1,74.0,,,,,,,,,,,,,24.3,6.2,pe,"predicted xanthine dehydrogenase, 2Fe-2S subunit",Cytoplasmic,,54292; 2Fe-2S ferredoxin-like
JW0282,ECK0287,b0288,ykgJ,ykgJ,,33.0,1.7,20.0,,,,,,,,,,,,,11.8,8.3,pc,predicted ferredoxin,Periplasmic,,
JW5030,ECK0288,b0289,yagV,yagV,,18.0,2.2,59.0,,,,,,,,,,,,,26.6,10.0,d,conserved protein,Periplasmic,,49354; PapD-like
JW0284,ECK0289,b0290,yagW,yagW,,2.0,0.8,46.0,,,,,,,,,,,,,59.9,5.9,pr,predicted receptor,Periplasmic,,
JW0286,ECK0291,b0292,yagY,yagY,,26.0,1.1,28.0,,,,,,,,,,,,,24.5,10.0,o,predicted protein,Periplasmic,,
JW0287,ECK0292,b0293,yagZ,yagZ,,35.0,2.0,40.0,,,,,,,,,,,,,20.1,6.4,o,conserved protein,Periplasmic,,
JW5035,ECK0296,b0296,ykgM,ykgM,,72.0,4.5,44.0,,,,,,,,,,,,,9.9,10.0,ps,predicted ribosomal protein,Cytoplasmic,,
JW5037,ECK0300,b0300,ykgA,ykgA,,14.0,1.4,37.0,7.1,20.86,81.88,67.72,1.593,1.545,1.426,1.299,43.08,41.8,38.56,35.13,27.047,9.12,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,46689; Homeodomain-like 55136; Probable bacterial effector-binding domain
JW0303,ECK0309,b0311,betA,betA,,9.0,1.2,75.0,6.99,20.78,61.62,75.02,0.974,1.097,1.226,1.156,60.18,67.81,75.78,71.44,61.807,5.78,e,"choline dehydrogenase, a flavoprotein",Cytoplasmic,,"51905; FAD/NAD(P)-binding domain 54373; FAD-linked reductases, C-terminal domain"
JW0304,ECK0310,b0312,betB,betB,,34.0,1.7,89.0,,,,,,,,,,,,,52.8,5.6,e,"betaine aldehyde dehydrogenase, NAD-dependent",Cytoplasmic,,53720; ALDH-like
JW0305,ECK0311,b0313,betI,betI,,19.0,1.4,31.0,17.63,32.1,65.71,95.59,3.693,3.504,3.735,3.354,80.52,76.4,81.43,73.12,21.802,10.86,r,DNA-binding transcriptional repressor,Cytoplasmic,,46689; Homeodomain-like
JW0308,ECK0314,b0316,yahB,yahB,,2.0,1.8,64.0,,,,,,,,,,,,,34.8,7.6,pr,predicted DNA-bindng transcriptional regulator,Periplasmic,,46785; Winged helix 53850; Periplasmic binding protein-like II
JW0311,ECK0317,b0319,yahE,yahE,,6.0,1.5,48.0,2.46,4.15,25.11,10.53,5.032,3.794,5.055,4.498,162.22,122.3,162.96,144.99,32.237,6.73,o,predicted protein,Cytoplasmic,,
JW0313,ECK0319,b0321,yahG,yahG,,31.0,0.8,39.0,,,,,,,,,,,,,50.3,5.3,o,conserved protein,Cytoplasmic,,
JW0315,ECK0321,b0323,yahI,yahI,,83.0,1.6,54.0,,,,,,,,,,,,,33.9,6.4,pe,predicted carbamate kinase-like protein,Cytoplasmic,,53633; Carbamate kinase-like
JW0316,ECK0322,b0324,yahJ,yahJ,,12.0,1.3,65.0,,,,,,,,,,,,,50.5,6.5,pe,predicted deaminase with metallo-dependent hydrolase domain,Periplasmic,,51338; Composite domain of metallo-dependent hydrolases
JW0317,ECK0323,b0325,yahK,yahK,,74.0,2.3,89.0,,,,,,,,,,,,,37.9,6.2,pe,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",Cytoplasmic,,50129; GroES-like 51735; NAD(P)-binding Rossmann-fold domains
JW0321,ECK0327,b0329,yahO,yahO,,86.0,0.6,6.0,,,,,,,,,,,,,9.9,8.2,o,predicted protein,Periplasmic,,
JW0322,ECK0328,b0330,prpR,prpR,yahP,15.0,0.4,22.0,18.77,30.41,28.27,64.11,0.462,0.474,0.528,0.39,27.09,27.75,30.92,22.85,58.595,8.62,r,DNA-binding transcriptional regulator,Cytoplasmic,,48283; FIS-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW0326,ECK0332,b0335,prpE,prpE,yahU,14.0,0.5,32.0,12.64,30.66,71.91,91.65,0.24,0.403,0.396,0.347,16.62,27.91,27.4,24.05,69.274,5.99,pe,predicted propionyl-CoA synthetase with ATPase domain,Cytoplasmic,,56801; Firefly luciferase-like
JW0330,ECK0336,b0339,cynT,cynT,,47.0,1.0,25.0,,,,,,,,,,,,,23.7,7.8,e,carbonic anhydrase,Cytoplasmic,,"53056; beta-carbonic anhydrase, cab"
JW0331,ECK0337,b0340,cynS,cynS,cnt -!- cyaN,52.0,2.1,36.0,,,,,,,,,,,,,17.0,6.5,e,cyanate aminohydrolase,Cytoplasmic,1DW9,47413; lambda repressor-like DNA-binding domains 55234; Cyanase C-terminal domain
JW0341,ECK0347,b0350,mhpD,mhpD,mhpS,75.0,1.8,53.0,,,,,,,,,,,,,28.9,6.0,e,2-keto-4-pentenoate hydratase,Cytoplasmic,1SV6,56529; FAH
JW0342,ECK0348,b0351,mhpF,mhpF,,58.0,1.4,47.0,,,,,,,,,,,,,33.4,6.1,e,"acetaldehyde-CoA dehydrogenase II, NAD-binding",Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW0343,ECK0349,b0352,mhpE,mhpE,,10.0,1.7,62.0,7.82,11.67,71.72,64.44,2.38,2.075,2.513,2.437,86.7,75.6,91.56,88.8,36.432,6.15,e,"4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I",Cytoplasmic,,51366; Ribulose-phoshate binding barrel
JW0346,ECK0352,b0355,frmB,frmB,yaiM,6.0,1.2,36.0,7.31,16.87,34.27,35.59,1.455,1.417,1.433,1.454,45.67,44.5,44.99,45.64,31.393,6.35,pe,predicted esterase,Cytoplasmic,,53474; alpha/beta-Hydrolases
JW0347,ECK0353,b0356,frmA,frmA,adhC,71.0,2.3,90.0,,,,,,,,,,,,,39.3,6.4,e,alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase,Cytoplasmic,,50129; GroES-like 51735; NAD(P)-binding Rossmann-fold domains
JW0349,ECK0355,b0358,yaiO,yaiO,,6.0,2.5,73.0,,,,,,,,,,,,,29.0,8.7,o,predicted protein,Periplasmic,,
JW0350,ECK0356,b0359,yaiX,yaiX,,37.0,5.5,42.0,,,,,,,,,,,,,7.7,10.7,su,predicted acyl transferase (pseudogene),Cytoplasmic,,51161; Trimeric LpxA-like enzymes
JW0355,ECK0360,b0363,yaiP,yaiP,,39.0,0.1,5.0,,,,,,,,,,,,,44.7,9.3,pe,predicted glucosyltransferase,Integral Membrane Protein,,53448; Nucleotide-diphospho-sugar transferases
JW0356,ECK0361,b0364,yaiS,yaiS,,88.0,0.3,5.0,,,,,,,,,,,,,20.5,7.1,o,conserved protein,Cytoplasmic,,
JW5049,ECK0367,b0370,ykiB,ykiB,,90.0,1.2,11.0,,,,,,,,,,,,,8.9,10.7,o,predicted protein,Cytoplasmic,,
JW0362,ECK0368,b0371,yaiT,yaiT,yaiU,55.0,1.0,55.0,,,,,,,,,,,,,52.8,4.0,o,predicted protein,Periplasmic,,
JW5051,ECK0369,b0374,yaiU,yaiU,yaiT,101.0,1.9,93.0,,,,,,,,,,,,,50.2,4.1,o,predicted protein,Outer Membrane B-barrel protein,,56935; Porins
JW0366,ECK0370,b0375,yaiV,yaiV,,52.0,0.5,13.0,,,,,,,,,,,,,25.5,8.6,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,51206; cAMP-binding domain-like
JW0369,ECK0373,b0378,yaiW,yaiW,,10.0,2.4,98.0,,,,,,,,,,,,,40.4,10.1,pr,predicted DNA-binding transcriptional regulator,Outer Membrane Lipoprotein,,
JW0373,ECK0377,b0382,yaiB,yaiB,,84.0,1.4,14.0,,,,,,,,,,,,,9.9,6.2,o,predicted protein,Cytoplasmic,,
JW5054,ECK0379,b0384,psiF,psiF,,44.0,2.0,23.0,,,,,,,,,,,,,11.7,10.4,o,conserved protein,Periplasmic,,
JW0376,ECK0380,b0385,yaiC,yaiC,,23.0,1.2,50.0,,,,,,,,,,,,,41.5,10.1,pr,predicted diguanylate cyclase,Integral Membrane Protein,,
JW0377,ECK0381,b0386,proC,proC,Pro2 -!- pro3 -!- pro(3),100.0,4.2,119.0,,,,,,,,,,,,,28.1,6.6,e,"pyrroline-5-carboxylate reductase, NAD(P)-binding",Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW0378,ECK0382,b0387,yaiI,yaiI,,80.0,2.2,38.0,,,,,,,,,,,,,16.9,7.8,o,conserved protein,Cytoplasmic,,
JW0381,ECK0385,b0390,aroM,aroM,,109.0,1.0,24.0,,,,,,,,,,,,,24.9,5.4,o,conserved protein,Cytoplasmic,,
JW0383,ECK0387,b0392,ykiA,ykiA,,113.0,2.3,24.0,,,,,,,,,,,,,10.6,10.3,o,predicted protein,Cytoplasmic,,
JW0384,ECK0388,b0393,rdgC,rdgC,yaiD,80.0,1.6,56.0,,,,,,,,,,,,,34.0,6.0,f,"DNA-binding protein, non-specific",Cytoplasmic,,55895; Ribonuclease Rh-like
JW0390,ECK0394,b0400,phoR,phoR,R1pho -!- nmpB -!- phoR1,13.0,1.4,71.0,,,,,,,,,,,,,49.6,10.2,r,sensory histidine kinase in two-component regulatory system with PhoB,Membrane Anchored,,47384; Homodimeric domain of signal transducing histidine kinase 55785; PYP-like sensor domain 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW0394,ECK0398,b0404,yajB,yajB,,14.0,0.8,18.0,3.31,3.14,8.91,5.21,7.788,7.65,8.129,8.796,178.64,175.47,186.45,201.77,22.938,6.61,o,conserved protein,Cytoplasmic,,
JW0397,ECK0401,b0407,yajC,yajC,,41.0,2.3,28.0,,,,,,,,,,,,,11.9,10.3,t,SecYEG protein translocase auxillary subunit,Membrane Anchored,,
JW0398,ECK0402,b0408,secD,secD,,36.0,1.9,128.0,,,,,,,,,,,,,66.6,9.3,t,SecYEG protein translocase auxillary subunit,Integral Membrane Protein,,
JW0400,ECK0404,b0410,yajD,yajD,,108.0,2.0,26.0,,,,,,,,,,,,,13.4,7.0,o,conserved protein,Cytoplasmic,,
JW0401,ECK0405,b0411,tsx,tsx,T6rec -!- nupA,0.0,2.4,80.0,,,,,,,,,,,,,33.5,5.9,m,"nucleoside channel, receptor of phage T6 and colicin K",Outer Membrane B-barrel protein,1TLZ,
JW0403,ECK0407,b0413,ybaD,ybaD,,107.0,3.9,68.0,,,,,,,,,,,,,17.2,8.2,o,conserved protein,Cytoplasmic,,
JW0404,ECK0408,b0414,ribD,ribD,ribG -!- ribH -!- nusII -!- ybaE,36.0,1.3,52.0,,,,,,,,,,,,,40.3,7.8,e,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase 5-amino-6-(5-phosphoribosylamino) uracil reductase,Cytoplasmic,,53927; Cytidine deaminase 53927; Cytidine deaminase check 53597; Dihydrofolate reductases
JW0407,ECK0411,b0417,thiL,thiL,thiJ,80.0,0.5,18.0,,,,,,,,,,,,,35.0,4.7,e,thiamin-monophosphate kinase,Cytoplasmic,,55326; Aminoimidazole ribonucleotide synthetase (PurM) N-terminal domain
JW0409,ECK0413,b0419,yajO,yajO,,5.0,2.6,96.0,2.32,5.59,34.68,9.16,4.986,4.073,4.765,4.925,181.37,148.14,173.33,179.12,36.374,5.7,pe,"predicted oxidoreductase, NAD(P)-binding",Cytoplasmic,,51430; NAD(P)-linked oxidoreductase
JW0410,ECK0414,b0420,dxs,dxs,yajP,22.0,1.2,80.0,21.32,51.9,81.27,78.66,0.725,0.514,0.638,0.791,48.96,34.74,43.08,53.45,67.549,6.53,e,"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring",Cytoplasmic,,52518; Thiamin diphosphate-binding fold (THDP-binding) 52922; Transketolase C-terminal domain-like
JW5057,ECK0418,b0424,yajL,yajL,thiJ,56.0,5.1,107.0,,,,,,,,,,,,,20.8,6.4,d,conserved protein,Cytoplasmic,,52317; Class I glutamine amidotransferase-like
JW5058,ECK0420,b0426,yajQ,yajQ,,97.0,3.3,61.0,,,,,,,,,,,,,18.3,8.2,pf,predicted nucleotide binding protein,Cytoplasmic,,
JW0415,ECK0419,b0425,panE,panE,apbA,31.0,0.8,26.0,,,,,,,,,,,,,33.8,6.2,e,"2-dehydropantoate reductase, NADPH-specific",Outer Membrane Lipoprotein,1KS9,48179; 6-phosphogluconate dehydrogenase C-terminal domain-like 51735; NAD(P)-binding Rossmann-fold domains
JW0426,ECK0430,b0436,tig,tig,,88.0,3.1,148.0,,,,,,,,,,,,,48.1,4.8,e,peptidyl-prolyl cis/trans isomerase (trigger factor),Cytoplasmic,,54534; FKBP-like
JW0434,ECK0438,b0444,ybaX,ybaX,,105.0,2.1,54.0,,,,,,,,,,,,,25.5,6.5,pr,predicted aluminum resistance protein,Cytoplasmic,,52402; Adenine nucleotide alpha hydrolases
JW0436,ECK0440,b0446,cof,cof,,32.0,0.1,4.0,,,,,,,,,,,,,30.3,6.1,e,thiamin pyrimidine pyrophosphate hydrolase,Cytoplasmic,,56784; HAD-like
JW5061,ECK0443,b0449,mdlB,mdlB,mdl,7.0,0.3,17.0,,,,,,,,,,,,,65.1,6.3,pt,fused predicted multidrug transporter subunits ATP binding components of ABC superfamily,Integral Membrane Protein,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW5062,ECK0451,b0457,ylaB,ylaB,,9.0,0.4,26.0,,,,,,,,,,,,,58.7,6.1,pm,conserved inner membrane protein,Integral Membrane Protein,,
JW0448,ECK0453,b0459,maa,maa,mac -!- macC -!- ylaD,20.0,0.8,17.0,18.0,68.51,80.97,76.16,1.312,0.864,1.404,1.637,26.34,17.35,28.19,32.86,20.076,7.26,e,maltose O-acetyltransferase,Cytoplasmic,,51161; Trimeric LpxA-like enzymes
JW0450,ECK0455,b0461,ybaJ,ybaJ,,76.0,3.1,45.0,,,,,,,,,,,,,14.5,6.1,o,predicted protein,Cytoplasmic,,
JW0457,ECK0462,b0468,ybaN,ybaN,,16.0,2.1,31.0,,,,,,,,,,,,,14.8,11.6,pm,conserved inner membrane protein,Integral Membrane Protein,,
JW0460,ECK0465,b0471,ybaB,ybaB,,83.0,4.0,48.0,,,,,,,,,,,,,12.0,6.5,o,conserved protein,Cytoplasmic,,
JW0461,ECK0466,b0472,recR,recR,,84.0,2.9,63.0,,,,,,,,,,,,,21.9,6.0,cp,gap repair protein,Cytoplasmic,,56712; Prokaryotic type I DNA topoisomerase
JW0462,ECK0467,b0473,htpG,htpG,,109.0,0.4,30.0,,,,,,,,,,,,,71.3,5.1,f,molecular chaperone HSP90 family,Cytoplasmic,,55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW0470,ECK0475,b0481,ybaK,ybaK,,100.0,3.1,53.0,,,,,,,,,,,,,17.1,9.8,d,conserved protein,Cytoplasmic,,55826; Hypothetical protein HI1434 (YbaK homologue)
JW0471,ECK0476,b0482,ybaP,ybaP,,43.0,1.2,35.0,,,,,,,,,,,,,29.9,6.9,o,conserved protein,Cytoplasmic,,
JW0474,ECK0479,b0485,ybaS,ybaS,,56.0,1.3,41.0,,,,,,,,,,,,,32.9,5.6,pe,predicted glutaminase,Cytoplasmic,,56601; beta-Lactamase/D-ala carboxypeptidase
JW0476,ECK0481,b0487,cueR,cueR,ybbI,66.0,2.4,36.0,,,,,,,,,,,,,15.2,6.7,r,DNA-binding transcriptional activator,Cytoplasmic,1Q07,46955; Putative DNA-binding domain
JW0478,ECK0483,b0489,ybbK,ybbK,,14.0,2.7,90.0,,,,,,,,,,,,,33.7,7.3,pe,"predicted protease, membrane anchored",Membrane Anchored,,
JW0487,ECK0492,b0498,ybbC,ybbC,,49.0,1.0,15.0,,,,,,,,,,,,,14.1,7.3,o,predicted protein,Outer Membrane Lipoprotein,,
JW0488,ECK0493,b0499,ylbH,ylbH,,23.0,1.1,29.0,27.53,82.8,92.13,106.81,1.02,0.842,0.957,0.893,27.46,22.67,25.77,24.04,26.931,6.31,h,"conserved protein, rhs-like",Cytoplasmic,,
JW0489,ECK0494,b0500,ybbD,ybbD,,46.0,1.7,17.0,,,,,,,,,,,,,10.0,6.1,o,predicted protein,Membrane Anchored,,
JW0491,ECK0496,b0503,ybbB,ybbB,,7.0,1.3,53.0,1.4,4.53,22.11,6.17,6.628,4.004,4.791,3.914,272.22,164.43,196.75,160.76,41.069,6.39,e,"tRNA 2-selenouridine synthase, selenophosphate-dependent",Cytoplasmic,,52821; Rhodanese/Cell cycle control phosphatase
JW0492,ECK0497,b0504,ybbS,ybbS,glxA1 -!- allS,3.0,1.4,48.0,11.49,19.79,34.07,36.82,1.028,0.865,1.246,1.438,35.43,29.84,42.96,49.59,34.475,7.8,pr,transcriptional activator of the allD operon,Cytoplasmic,,46785; Winged helix 53850; Periplasmic binding protein-like II
JW0494,ECK0499,b0506,allR,allR,gclR -!- glxA3 -!- ybbU,20.0,2.0,60.0,25.19,75.63,52.87,60.9,1.696,1.435,2.343,2.574,49.6,41.97,68.52,75.24,29.237,6.68,r,DNA-binding transcriptional regulator,Cytoplasmic,,46785; Winged helix
JW0508,ECK0512,b0519,ylbE,ylbE_2,,34.0,3.0,108.0,,,,,,,,,,,,,35.6,6.0,su,"predicted protein, C-ter fragment (pseudogene)",Cytoplasmic,,
JW0509,ECK0513,b0520,ylbF,ylbF,,10.0,1.6,48.0,6.0,21.59,38.6,25.35,2.195,1.926,2.048,2.316,64.95,56.97,60.58,68.52,29.582,10.19,o,conserved protein,Cytoplasmic,,
JW0510,ECK0514,b0521,ybcF,ybcF,arcC,16.0,1.1,34.0,8.54,15.06,49.98,74.0,2.076,1.759,1.976,2.126,65.6,55.59,62.44,67.17,31.601,5.52,pe,predicted carbamate kinase,Cytoplasmic,,53633; Carbamate kinase-like
JW0513,ECK0517,b0524,lpxH,lpxH,ybbF,21.0,1.6,43.0,17.56,23.7,54.73,109.93,1.711,1.587,1.735,1.477,45.99,42.66,46.64,39.7,26.875,8.06,e,"UDP-2,3-diacylglucosamine pyrophosphatase",Cytoplasmic,,56300; Metallo-dependent phosphatases
JW0514,ECK0518,b0525,ppiB,ppiB,,64.0,2.5,45.0,,,,,,,,,,,,,18.1,6.5,e,peptidyl-prolyl cis-trans isomerase B (rotamase B),Cytoplasmic,2NUL,50891; Cyclophilin (peptidylprolyl isomerase)
JW0518,ECK0522,b0529,folD,folD,ads,44.0,0.8,23.0,,,,,,,,,,,,,31.0,6.5,e,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase 5,10-methylene-tetrahydrofolate cyclohydrolase",Cytoplasmic,1B0A,"51735; NAD(P)-binding Rossmann-fold domains 53223; Aminoacid dehydrogenase-like, N-terminal domain"
JW0519,ECK0523,b0530,sfmA,sfmA,,83.0,1.4,25.0,,,,,,,,,,,,,18.4,5.7,ps,predicted fimbrial-like adhesin protein,Periplasmic,,49401; Bacterial adhesins
JW5071,ECK0526,b0533,sfmH,sfmH,,17.0,0.8,27.0,15.3,44.37,65.33,97.07,1.355,1.044,1.175,1.343,48.04,37.02,41.65,47.59,35.445,5.32,ps,predicted fimbrial-like adhesin protein,Cytoplasmic,,49401; Bacterial adhesins
JW5072,ECK0527,b0534,sfmF,sfmF,ybcG,65.0,0.7,12.0,,,,,,,,,,,,,18.2,6.0,ps,predicted fimbrial-like adhesin protein,Periplasmic,,49401; Bacterial adhesins
JW5073,ECK0528,b0535,fimZ,fimZ,ybcA,32.0,0.5,13.0,,,,,,,,,,,,,23.6,9.3,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,52172; CheY-like
JW0525,ECK0530,b0537,intD,intD,int,28.0,0.8,37.0,20.49,34.6,22.28,62.67,1.05,1.123,0.909,0.884,47.34,50.62,40.97,39.85,45.073,10.31,h,DLP12 prophage; predicted integrase,Cytoplasmic,,56349; DNA breaking-rejoining enzymes
JW0526,ECK0531,b0539,ybcC,ybcC,,7.0,6.4,67.0,11.31,13.86,14.53,143.84,6.283,5.488,6.204,6.591,65.95,57.61,65.12,69.18,10.496,7.41,h,DLP12 prophage; predicted exonuclease,Cytoplasmic,,52980; Restriction endonuclease-like
JW0531,ECK0534,b0543,emrE,emrE,mvrC -!- eb -!- mvrB,7.0,2.9,35.0,,,,,,,,,,,,,11.9,8.4,h,DLP12 prophage; multidrug resistance protein,Integral Membrane Protein,1S7B,
JW0532,ECK0535,b0544,ybcK,ybcK,,12.0,0.4,21.0,4.73,16.39,37.32,51.51,0.608,0.505,0.571,0.561,34.93,29.04,32.81,32.23,57.483,9.5,h,DLP12 prophage; predicted recombinase,Cytoplasmic,,53041; Resolvase-like
JW0533,ECK0536,b0545,ybcL,ybcL,,49.0,2.0,39.0,,,,,,,,,,,,,19.5,8.2,h,DLP12 prophage; predicted kinase inhibitor,Periplasmic,1FUX,49777; PEBP-like
JW0535,ECK0538,b0547,ybcN,ybcN,,65.0,2.1,37.0,,,,,,,,,,,,,17.4,7.9,h,DLP12 prophage; predicted protein,Cytoplasmic,,
JW0537,ECK0540,b0549,ybcO,ybcO,,98.0,1.5,15.0,,,,,,,,,,,,,10.3,8.2,h,DLP12 prophage; predicted protein,Cytoplasmic,,
JW0538,ECK0541,b0550,rusA,rusA,rus -!- rusA(qsr') -!- ybcP,76.0,3.7,52.0,,,,,,,,,,,,,13.8,10.3,h,DLP12 prophage; endonuclease RUS,Cytoplasmic,1Q8R,
JW0539,ECK0543,b0551,ybcQ,ybcQ,,27.0,4.5,63.0,28.02,25.8,37.79,77.4,4.051,3.745,4.513,4.32,57.37,53.03,63.91,61.18,14.161,7.15,h,DLP12 prophage; predicted antitermination protein,Cytoplasmic,,
JW5078,ECK0544,b0553,nmpC,nmpC,phmA,11.0,0.8,35.0,,,,,,,,,,,,,41.5,5.6,h,DLP12 prophage; truncated outer membrane porin (pseudogene),Outer Membrane B-barrel protein,,56935; Porins
JW0543,ECK0545,b0554,essD,essD,ybcR -!- vlyS,15.0,5.6,44.0,,,,,,,,,,,,,7.8,10.3,h,DLP12 prophage; predicted phage lysis protein,Integral Membrane Protein,,
JW0546,ECK0549,b0557,borD,borD,ybcU -!- bor -!- iss -!- vboR,33.0,3.4,36.0,,,,,,,,,,,,,10.4,9.9,h,DLP12 prophage; predicted lipoprotein,Outer Membrane Lipoprotein,,
JW0549,ECK0552,b0560,nohB,nohB,,40.0,2.8,58.0,,,,,,,,,,,,,20.4,5.6,h,DLP12 prophage; DNA packaging protein,Cytoplasmic,,46955; Putative DNA-binding domain
JW5815,ECK0553,b0561,tfaD,tfaD,yicF -!- ybcX,87.0,4.4,92.0,,,,,,,,,,,,,21.2,5.3,h,DLP12 prophage; predicted tail fiber assembly protein (pseudogene),Cytoplasmic,,
JW0554,ECK0557,b0565,ompT,ompT,,4.0,1.2,41.0,,,,,,,,,,,,,35.5,6.9,h,DLP12 prophage; outer membrane protease VII (outer membrane protein 3b),Outer Membrane B-barrel protein,1I78,69917; Outer membrane protease OMPT
JW0556,ECK0559,b0567,ybcH,ybcH,,27.0,0.8,25.0,,,,,,,,,,,,,33.0,9.3,o,predicted protein,Periplasmic,,
JW5082,ECK0562,b0570,cusS,cusS,ybcZ,16.0,1.0,51.0,,,,,,,,,,,,,53.7,6.4,r,"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions",Integral Membrane Protein,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW5083,ECK0571,b0579,ybdF,ybdF,,70.0,2.2,30.0,,,,,,,,,,,,,14.0,9.5,o,conserved protein,Cytoplasmic,,
JW0570,ECK0573,b0581,ybdK,ybdK,,9.0,0.5,19.0,9.45,21.91,61.11,114.37,1.304,1.014,1.671,0.905,54.32,42.25,69.57,37.67,41.646,6.14,e,gamma-glutamyl:cysteine ligase,Cytoplasmic,1R8G,
JW5251,ECK1542,b4533,ynfO,ynfO,,78.0,2.6,23.0,,,,,,,,,,,,,9.0,11.3,h,Qin prophage; predicted protein,Cytoplasmic,,
